Article.ID,User.ID,User.Name,KE..Up.,Novel.KE.Up.,KE.up..biomarker,Novel.other.biomarker.KE.up.,KE.Down.,Novel.KE.Down.,KE.down..biomarker,Novel.other.biomarker.KE.down.,Stressor.BA.BP.,chemical,Species.BA.BP.,Test.system.BA.BP.,Dose.concordance..EP.,Time.concordance..EP.,Correlation.KEs..BP.ES.,Evidence.level..EP.ES.BP.BA.,assay.method..EP.ES.BA.,DOI,Notes
14968655,7548,sara.sepehri,peroxisomal_beta_oxidation,NA,novel,malonyl-coa,mitochondrial_beta_oxidation,NA,not defined,NA,food supplement,erucic_acid,rat,in vivo,no,no,negative correlation,functional,inhibitor/inducer study,10.1074/jbc.ra120.013583,"monosaturated omega-9 fatty acid present in rapeseed oil (canola). the compound is metabolised by peroxisomal beta oxidation. the metabolite disrupts mitochondrial beta oxidation, therefore inducing steatosis"
14968655,7548,sara.sepehri,peroxisomal_beta_oxidation,NA,novel,cytosolic nadh/nad1 ratio,novel_acetyl_coa_carboxylase_(acc)_activity,acetyl-coa carboxylase (acc) activity,novel,sirt1,food supplement,erucic_acid,rat,in vivo,yes,no,positive correlation,functional,inhibitor/inducer study,10.1074/jbc.ra120.013583,"monosaturated omega-9 fatty acid present in rapeseed oil (canola). the compound is metabolised by peroxisomal beta oxidation. the metabolite disrupts mitochondrial beta oxidation, therefore inducing steatosis"
14968655,7548,sara.sepehri,peroxisomal_beta_oxidation,NA,novel,cytosolic nadh/nad1 ratio,novel_acetyl_coa_synthetase_(acs)_activity,acetyl-coa synthetase (acs) activity,novel,sirt1,food supplement,erucic_acid,rat,in vivo,yes,no,positive correlation,functional,inhibitor/inducer study,10.1074/jbc.ra120.013583,"monosaturated omega-9 fatty acid present in rapeseed oil (canola). the compound is metabolised by peroxisomal beta oxidation. the metabolite disrupts mitochondrial beta oxidation, therefore inducing steatosis"
14968655,7548,sara.sepehri,peroxisomal_beta_oxidation,NA,novel,malonyl-coa,steatosis,NA,not defined,NA,food supplement,erucic_acid,rat,in vivo,no,no,negative correlation,functional,inhibitor/inducer study,10.1074/jbc.ra120.013583,"monosaturated omega-9 fatty acid present in rapeseed oil (canola). the compound is metabolised by peroxisomal beta oxidation. the metabolite disrupts mitochondrial beta oxidation, therefore inducing steatosis"
14968655,7548,sara.sepehri,peroxisomal_beta_oxidation,NA,acox1,NA,steatosis,NA,triglyceride,NA,food supplement,erucic_acid,rat,in vivo,no,no,negative correlation,functional,inhibitor/inducer study;transcriptional study,10.1074/jbc.ra120.013583,monosaturated omega-9 fatty acid present in rapeseed oil (canola)
14969541,7549,marth.stinckens,protein_kinase_changes_akt,NA,akt ,NA,liver_triglyceride_accumulation,NA,not defined,NA,alcohol,ethanol,mouse,in vivo,nomeasure,nomeasure,negative correlation,functional,other,10.1016/j.redox.2017.09.018,NA
14969428,4990,ramiro.jover,protein_kinase_changes_akt,NA,akt ,NA,nuclear_receptor_changes_pparg,NA,pparg,NA,pharmaceutical,valproic_acid_(vpa),human,in vitro,nomeasure,nomeasure,positive correlation,transcriptional;translational,translational study;transcriptional study,10.3389/fphar.2019.00819,figure 6a. figure 5d
14969189,6181,anouk.verhoeven,protein_kinase_changes_akt,NA,akt2,NA,de_novo_lipogenesis_fa_synthesis,NA,srebf1(srebp1-1c);scd1;fasn(fas),NA,pharmaceutical,phtpp,human,in vitro,nomeasure,nomeasure,positive correlation,transcriptional,transcriptional study;inhibitor/inducer study,https://doi.org/10.3390/nu13114015,erb dowregulation leads to upregulation of lipogenesis via akt2
14969587,6181,anouk.verhoeven,protein_kinase_changes_akt,NA,akt2,NA,de_novo_lipogenesis_fa_synthesis,NA,srebf1(srebp1-1c),NA,alcohol,ethanol,mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional;translational,transcriptional study;translational study;inhibitor/inducer study,10.1038/srep33513,NA
14969189,6181,anouk.verhoeven,protein_kinase_changes_akt,NA,akt2,NA,mitochondrial_beta_oxidation,NA,cpt1,NA,pharmaceutical,phtpp,human,in vitro,nomeasure,nomeasure,negative correlation,transcriptional,transcriptional study;inhibitor/inducer study,https://doi.org/10.3390/nu13114015,erb dowregulation leads to downregulation beta ox via akt2
14969428,4990,ramiro.jover,protein_kinase_changes_akt,NA,akt2,NA,nuclear_receptor_changes_pparg,NA,pparg,NA,pharmaceutical,valproic_acid_(vpa),human,in vitro,yes,nomeasure,positive correlation,translational;functional,translational study;inhibitor/inducer study,10.3389/fphar.2019.00819,figure 9.
14969189,6181,anouk.verhoeven,protein_kinase_changes_akt,NA,akt2,NA,vldl_secretion,NA,mttp(mtp),NA,pharmaceutical,phtpp,human,in vitro,nomeasure,nomeasure,negative correlation,transcriptional,transcriptional study;inhibitor/inducer study,https://doi.org/10.3390/nu13114015,erb dowregulation leads to downregulation vldl via akt2
14968068,7548,sara.sepehri,protein_kinase_changes_jak2,NA,novel_jak2,jak2,liver_triglyceride_accumulation,NA,triglyceride,NA,pollutant,mono_2_ethylhexyl_phthalate,human,in vitro,nomeasure,nomeasure,negative correlation,transcriptional;translational,transcriptional study;translational study,https://doi.org/10.1016/j.ecoenv.2019.109611,NA
14969110,6181,anouk.verhoeven,protein_kinase_changes_novel_ampk,NA,novel_ampka,ampka,de_novo_lipogenesis_fa_synthesis,NA,srebf1(srebp1-1c),NA,pharmaceutical,bml_275,rat,in vitro,nomeasure,nomeasure,negative correlation,transcriptional;translational,transcriptional study;translational study;inhibitor/inducer study,10.1159/000487980,NA
14969244,5829,anna.s.rapisarda,protein_kinase_changes_novel_ampk,NA,novel_ampka,ampka ,de_novo_lipogenesis_fa_synthesis,NA,acc,NA,food supplement,a_lactalbumin,mouse,in vivo,nomeasure,nomeasure,positive correlation,translational,translational study,10.1017/s000711451700232x,
14969244,5829,anna.s.rapisarda,protein_kinase_changes_novel_ampk,NA,novel_ampka,ampka ,mitochondrial_beta_oxidation,NA,novel,malonyl-coa,food supplement,a_lactalbumin,mouse,in vivo,nomeasure,nomeasure,positive correlation,translational,translational study,10.1017/s000711451700232x,
14969244,5829,anna.s.rapisarda,protein_kinase_changes_novel_ampk,NA,novel_ampka,ampka ,mitochondrial_beta_oxidation,NA,ppara,NA,food supplement,a_lactalbumin,mouse,in vivo,nomeasure,nomeasure,positive correlation,translational,translational study,10.1017/s000711451700232x,
14969110,6181,anouk.verhoeven,protein_kinase_changes_novel_ampk,NA,novel_ampka,ampka,nuclear_receptor_changes_ppara,NA,ppara,NA,pharmaceutical,bml_275,rat,in vitro,nomeasure,nomeasure,positive correlation,transcriptional;translational,transcriptional study;translational study;inhibitor/inducer study,10.1159/000487980,NA
14968068,7548,sara.sepehri,protein_kinase_changes_novel_ap2,NA,novel_ap2,ap2,novel_oxidative_stress,oxidative stress,novel,superoxide dismutase,pollutant,mono_2_ethylhexyl_phthalate,human,in vitro,nomeasure,nomeasure,negative correlation,translational,translational study,https://doi.org/10.1016/j.ecoenv.2019.109611,NA
14968068,7548,sara.sepehri,protein_kinase_changes_novel_ap2,NA,novel_ap2,ap2,novel_oxidative_stress,oxidative stress,novel,tbars,pollutant,mono_2_ethylhexyl_phthalate,human,in vitro,nomeasure,nomeasure,positive correlation,translational,translational study,https://doi.org/10.1016/j.ecoenv.2019.109611,NA
14968794,5956,birgitte.lindeman,protein_kinase_changes_novel_mtorc,NA,novel_mtorc1,"p-mtor, s6k1 activity, p-4e-bp1",de_novo_lipogenesis_fa_synthesis,NA,srebf1(srebp1-1c);scd1,NA,alcohol,ethanol,mouse,in vivo,nomeasure,nomeasure,positive correlation,functional;translational,other,doi:10.1002/hep.29849,bin-binge mouse model of early stage ald
14969431,6181,anouk.verhoeven,protein_kinase_changes_novel_mtorc,NA,novel_mtorc1,mtorc1,de_novo_lipogenesis_fa_synthesis,NA,srebf1(srebp1-1c),NA,alcohol,ethanol,mouse,in vivo,nomeasure,nomeasure,negative correlation,transcriptional;translational,knockout study;transcriptional study;translational study,10.1038/s41419-021-03980-6,activation of mtorc by alcohol will downregulate ppara and lipogenesis however the downregulated lipogenesis is not enough to counteract the steatoss
14968761,6181,anouk.verhoeven,protein_kinase_changes_novel_mtorc,NA,novel_mtorc1,mtorc1,er_stress,NA,novel,ate4,alcohol,ethanol,mouse,in vivo,nomeasure,nomeasure,positive correlation,translational,translational study,10.3390/cells10102730,NA
14968761,6181,anouk.verhoeven,protein_kinase_changes_novel_mtorc,NA,novel_mtorc1,mtorc1,er_stress,NA,novel,ate4,alcohol,ethanol,mouse,in vitro,nomeasure,nomeasure,positive correlation,translational,translational study,10.3390/cells10102730,NA
14968742,6181,anouk.verhoeven,protein_kinase_changes_novel_mtorc,NA,novel_mtorc1,mtorc1,novel_lysosomal_biogenesis,lysosomal biogenesis,novel,tfeb,alcohol,ethanol,mouse,in vivo,nomeasure,nomeasure,negative correlation,functional;transcriptional,knockout study,10.1053/j.gastro.2018.05.027,NA
14968794,5956,birgitte.lindeman,protein_kinase_changes_novel_mtorc,NA,novel_mtorc1,mtorc1;ps6,nuclear_receptor_changes_ppara,NA,ppara,NA,alcohol,ethanol,human,in vivo,nomeasure,nomeasure,negative correlation,translational,translational study,doi:10.1002/hep.29849,control vs ald patients
14969431,6181,anouk.verhoeven,protein_kinase_changes_novel_mtorc,NA,novel_mtorc1,mtorc1,nuclear_receptor_changes_ppara,NA,ppara,NA,alcohol,ethanol,mouse,in vivo,nomeasure,nomeasure,negative correlation,transcriptional;translational,knockout study;transcriptional study;translational study,10.1038/s41419-021-03980-6,"activation of mtorc by alcohol will downregulate ppara and lipogenesis however the downregulated lipogenesis is not enough to counteract the steatosis. they used an depdc5 knockout model, depdc5 is an inactivator of mtorc"
14968068,7548,sara.sepehri,protein_kinase_changes_pdk4,NA,novel_pdk4,pdk4,liver_triglyceride_accumulation,NA,triglyceride,NA,pollutant,mono_2_ethylhexyl_phthalate,human,in vitro,nomeasure,nomeasure,positive correlation,transcriptional;translational,transcriptional study;translational study,https://doi.org/10.1016/j.ecoenv.2019.109611,na
14968068,7548,sara.sepehri,protein_kinase_changes_pdk4,NA,novel_pdk4,pdk4,novel_oxidative_stress,oxidative stress,novel,superoxide dismutase,pollutant,mono_2_ethylhexyl_phthalate,human,in vitro,nomeasure,nomeasure,negative correlation,translational,translational study,https://doi.org/10.1016/j.ecoenv.2019.109611,NA
14968068,7548,sara.sepehri,protein_kinase_changes_pdk4,NA,novel_pdk4,pdk4,novel_oxidative_stress,oxidative stress,novel,tbars,pollutant,mono_2_ethylhexyl_phthalate,human,in vitro,nomeasure,nomeasure,positive correlation,translational,translational study,https://doi.org/10.1016/j.ecoenv.2019.109611,NA
14968540,6181,anouk.verhoeven,protein_kinase_changes_pdk4,NA,novel_pdk4 ;novel,"mir-15b-5p, enst00000608794 ( lncrnas)",steatosis,NA,triglyceride,NA,pharmaceutical,dexamethasone,human,in vitro,nomeasure,nomeasure,positive correlation,transcriptional;translational;functional,transcriptional study;translational study;inhibitor/inducer study,0.1016/j.bbalip.2019.07.003,pdk4 is related to glucoso mechanism
14968319,6181,anouk.verhoeven,steatosis,NA,triglyceride,NA,er_stress,NA,novel,"hspa5, hyou1",pollutant,bisphenol_a_(bpa),mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional,transcriptional study,https://doi.org/10.1016/j.lfs.2020.118012,steatosis can further aggrevate the er stress
14968902,7549,marth.stinckens,transcription_factor_related_changes_novel_c/ebp_a,NA,novel_c/ebp_a,c/ebp_a,mitochondrial_disruption,NA,novel,oxygen consumption rate,pharmaceutical,valproic_acid_(vpa),human,in vitro,no,yes,positive correlation,functional,other,10.1007/s00204-020-02835-x,NA
14969297,5829,anna.s.rapisarda,transcription_factor_related_changes_novel_foxo1,NA,novel_foxo1,foxo1,liver_triglyceride_accumulation,NA,triglyceride;other ,free fa,food supplement,palmitate,human,in vitro,yes,nomeasure,negative correlation,transcriptional;translational,transcriptional study;translational study,10.1371/journal.pone.0243938,biomarker ke (down): ffas content in cell media
14968281,6181,anouk.verhoeven,transcription_factor_related_changes_novel_hnf_1a,NA,novel_hnf-1a,hnf-1a,novel_cyp450,cyp 450 chnages,novel,cyp2e1,pharmaceutical,valproic_acid_(vpa),mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional,transcriptional study,10.1016/j.tox.2020.152585.,"hnf-1alfa could control the expression of cyp2e1, needs further confimation"
14968127,7544,alexandra.gatzios,transcription_factor_related_changes_novel_lipin_1,NA,novel_lipin-1,lipin-1,nuclear_receptor_changes_ppara,NA,ppara,NA,pharmaceutical,formoterol,mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional;translational,transcriptional study;translational study,10.1152/ajpendo.00651.2020,
14969266,6181,anouk.verhoeven,transcription_factor_related_changes_novel_nrf1,NA,novel_nrf1,nrf1,mitochondrial_beta_oxidation,NA,ppara;cpt1;acox1;novel,"acad1, vlcad, mir-378",pharmaceutical,mir_378_inducer,mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional,transcriptional study;knockout study,10.1016/j.metabol.2018.03.023.,activation of mir-378 will repress expression of nrf1 leading to impaired fao and thus lipid accumulation and steatosis. a negative feedback loop between mir-378 and nrf1 that promotes the pathogenesis of hepatosteatosis.
14968127,7544,alexandra.gatzios,transcription_factor_related_changes_novel_pgc_1a,NA,novel_pgc-1a,pgc-1a,de_novo_lipogenesis_fa_synthesis,NA,acc,NA,pharmaceutical,formoterol,mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional,transcriptional study,10.1152/ajpendo.00651.2020,
14968127,7544,alexandra.gatzios,transcription_factor_related_changes_novel_pgc_1a,NA,novel_pgc-1a,pgc-1a,de_novo_lipogenesis_fa_synthesis,NA,srebf1(srebp1-1c);fasn(fas),NA,pharmaceutical,formoterol,mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional;translational,transcriptional study;translational study,10.1152/ajpendo.00651.2020,
14968127,7544,alexandra.gatzios,transcription_factor_related_changes_novel_pgc_1a,NA,novel_pgc-1a,pgc-1a,liver_triglyceride_accumulation,NA,not defined,"cidea, cidec and cideb",pharmaceutical,formoterol,mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional,transcriptional study,10.1152/ajpendo.00651.2020,pgc-1a is a co-activator of pparg but also possibly ppara
14968068,7548,sara.sepehri,transcription_factor_related_changes_novel_stat5b,NA,novel_5statb,stat5b,liver_triglyceride_accumulation,NA,triglyceride,NA,pollutant,mono_2_ethylhexyl_phthalate,human,in vitro,nomeasure,nomeasure,negative correlation,transcriptional;translational,transcriptional study;translational study,https://doi.org/10.1016/j.ecoenv.2019.109611,NA
14968449,6128,jian.jiang,transcription_factor_related_changes_nrf2,NA,nrf2,NA,liver_triglyceride_accumulation,NA,triglyceride,NA,food supplement,palmitic_acid,human,in vitro,nomeasure,nomeasure,positive correlation,transcriptional;functional,transcriptional study;inhibitor/inducer study,10.4014/jmb.1707.07061,oil red o staining
14969210,7736,joost.boeckmans,transcription_factor_related_changes_nrf2,NA,nrf2,NA,liver_triglyceride_accumulation,NA,not defined,NA,pollutant,benzo(a)pyrene,human,in vitro,nomeasure,nomeasure,positive correlation,transcriptional;translational,transcriptional study;translational study,https://doi.org/10.3390/antiox10081314,#NAME?
14969210,7736,joost.boeckmans,transcription_factor_related_changes_nrf2,NA,nrf2,NA,novel_cyp450,cyp450 changes,novel,"cyp1a1, cyp1b1",pollutant,benzo(a)pyrene,human,in vitro,nomeasure,nomeasure,positive correlation,transcriptional;translational,transcriptional study;translational study,https://doi.org/10.3390/antiox10081314,
14968565,6181,anouk.verhoeven,transcription_factor_related_changes_nrf2,NA,nrf2,NA,novel_oxidative_stress,oxidative stress,novel,"mda, ros",biocide,glyphosate,fish,in vivo,yes,yes,negative correlation,transcriptional,transcriptional study,10.1016/j.envpol.2020.116186,NA
14968547,6181,anouk.verhoeven,transcription_factor_related_changes_novel_pgc_1a,NA,novel_pgc-1a,pgc_1a,mitochondrial_beta_oxidation,NA,cpt1;other,"cpt2, acadvl, acadl, acadm, and acads",pharmaceutical,obeticholic_acid,mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional;functional,transcriptional study;knockout study,10.1016/j.bbalip.2021.159089.,if pgc1alfa is downregulated than the fao is decreased. cd36 and fabp1 were also downregulated and these were correlate to a decreased fao
14968089,6181,anouk.verhoeven,vldl_secretion,NA,apob100;other,"apoa4b, mtp",liver_triglyceride_accumulation,NA,not defined,NA,pharmaceutical,estradiol,fish,in vivo,yes,nomeasure,positive correlation,transcriptional;functional,transcriptional study,https://doi.org/10.1016/j.cbpb.2019.110335,gene expression of proteins vldl increased with dose
14968113,7075,graciela.lopezsoop,vldl_secretion,NA,apob100;mttp(mtp);other,vldl,liver_triglyceride_accumulation,NA,triglyceride,NA,other,acetoacetic_acid,bovin,in vitro,no,nomeasure,negative correlation,translational,translational study,doi:10.1017/s0022029916000546,
14968127,7544,alexandra.gatzios,vldl_secretion,NA,triglyceride,NA,liver_triglyceride_accumulation,NA,triglyceride,NA,pharmaceutical,formoterol,mouse,in vivo,nomeasure,nomeasure,negative correlation,functional,recovery study,10.1152/ajpendo.00651.2020,mttp not affected.
14968169,6128,jian.jiang,vldl_secretion,NA,apob100,NA,liver_triglyceride_accumulation,NA,triglyceride,NA,pollutant,8:2_chlorinated_polyfluoroalkyl_ether_sulfonate_(8:2_cl_pfesa),fish,in vivo,nomeasure,nomeasure,negative correlation,transcriptional;functional,transcriptional study;inhibitor/inducer study,10.1016/j.envint.2019.105262,
