Article.ID;User.ID;User.Name;KE..Up.;Novel.KE.Up.;KE.up..biomarker;Novel.other.biomarker.KE.up.;KE.Down.;Novel.KE.Down.;KE.down..biomarker;Novel.other.biomarker.KE.down.;Stressor.BA.BP.;chemical;Species.BA.BP.;Test.system.BA.BP.;Dose.concordance..EP.;Time.concordance..EP.;Correlation.KEs..BP.ES.;Evidence.level..EP.ES.BP.BA.;assay.method..EP.ES.BA.
14967476;6306;mathieu.vinken;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967476;6306;mathieu.vinken;nuclear receptor changes;nan;SULT2A1;CYP3A2;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional;transcriptional study
14967476;6306;mathieu.vinken;nuclear receptor changes;nan;novel;UGT1A1;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NO CORRELATION;transcriptional;transcriptional study
14967475;6306;mathieu.vinken;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'AST', 'bilirubin (total)', 'total liver bile acids', 'ALP'];histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967468;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'AST', 'ALP'];nan;pharmaceutical;Triptolide; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;clinical;  translational study
14967466;6306;mathieu.vinken;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'GGT', 'bilirubin (total)', 'total liver bile acids'];histopathology; other;8_methoxypsoralen; rat;in vivo;True;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967466;6306;mathieu.vinken;nuclear receptor changes;nan;novel;PPARalpha;cholestasis;nan;['ALT', 'GGT', 'bilirubin (total)', 'total liver bile acids'];histopathology; other;8_methoxypsoralen; rat;in vivo;True;nomeasure;NEGATIVE CORRELATION;transcriptional;transcriptional study
14967740;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967740;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['AST', 'ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;clinical;  translational study
14967737;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;SHP ;fgf15;cholestasis;nan;['plasma bile acids', 'novel'];bile flow;pharmaceutical;17a_ethynylestradiol; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967737;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;fgf15;cholestasis;nan;['plasma bile acids', 'novel'];bile flow;pharmaceutical;17a_ethynylestradiol; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967729;6128;jian.jiang;nuclear receptor changes;nan;CAR(NR1I3) ;nan;cholestasis;nan;['SULT2A1'];nan;pharmaceutical;lithocholic acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional"; inhibitor/inducer study
14967729;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['SULT2A1'];nan;pharmaceutical;lithocholic acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional"; inhibitor/inducer study
14967729;6128;jian.jiang;nuclear receptor changes;nan;CAR(NR1I3) ;nan;cholestasis;nan;['novel'];CYP2B10;pharmaceutical;lithocholic acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional"; inhibitor/inducer study
14967729;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['novel'];CYP2B10;pharmaceutical;lithocholic acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional"; inhibitor/inducer study
14967707;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;pharmaceutical;Pyrazinamide; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967707;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;SHP ;nan; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;pharmaceutical;Pyrazinamide; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967549;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;fgf19;cholestasis;nan;['novel'];bile flow ;pharmaceutical;troglitazone;human; in vitro;True;nomeasure;NEGATIVE CORRELATION;" functional;transcriptional";" other;transcriptional study"
14967688;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['plasma bile acids', 'AST', 'ALT', 'ALP'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical; translational";"transcriptional study; other; inhibitor/inducer study"
14967688;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['plasma bile acids', 'AST', 'ALT', 'ALP'];nan;ANIT;a_naphthylisothiocyanate; mouse; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical; translational";"transcriptional study; other; inhibitor/inducer study"
14967688;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['plasma bile acids', 'AST', 'ALT', 'ALP'];nan; other;thioacetamide; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical; translational";"transcriptional study; other; inhibitor/inducer study"
14967688;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['plasma bile acids', 'AST', 'ALT', 'ALP'];nan; other;thioacetamide; mouse; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical; translational";"transcriptional study; other; inhibitor/inducer study"
14967688;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical; translational";"transcriptional study; other; inhibitor/inducer study"
14967688;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;ANIT;a_naphthylisothiocyanate; mouse; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical; translational";"transcriptional study; other; inhibitor/inducer study"
14967459;6930;milos.mihajlovic;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;['AST', 'ALT', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;clinical;  translational study
14967457;6306;mathieu.vinken;nuclear receptor changes;nan;CAR(NR1I3) ; peroxisome proliferator_activated receptor c coactivator 1_a, sirtuin 1;cholestasis;nan;['nan'];nan; food (supplement);cholic acid; rat;in vivo;nomeasure;nomeasure;NO CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967457;6306;mathieu.vinken;nuclear receptor changes;nan;FXR(NR1H4) ; peroxisome proliferator_activated receptor c coactivator 1_a, sirtuin 1;cholestasis;nan;['nan'];nan; food (supplement);cholic acid; rat;in vivo;nomeasure;nomeasure;NO CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967457;6306;mathieu.vinken;nuclear receptor changes;nan;CYP27A1;UGT1A1;cholestasis;nan;['nan'];nan; food (supplement);cholic acid; rat;in vivo;nomeasure;nomeasure;NO CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967457;6306;mathieu.vinken;nuclear receptor changes;nan;CYP7A1;UGT1A1;cholestasis;nan;['nan'];nan; food (supplement);cholic acid; rat;in vivo;nomeasure;nomeasure;NO CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967457;6306;mathieu.vinken;nuclear receptor changes;nan;CYP8B1;UGT1A1;cholestasis;nan;['nan'];nan; food (supplement);cholic acid; rat;in vivo;nomeasure;nomeasure;NO CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967457;6306;mathieu.vinken;nuclear receptor changes;nan;novel;UGT1A1;cholestasis;nan;['nan'];nan; food (supplement);cholic acid; rat;in vivo;nomeasure;nomeasure;NO CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967447;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['novel'];bilirubin (direct);ANIT;a_naphthylisothiocyanate; rat; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional"; inhibitor/inducer study
14967447;6128;jian.jiang;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;['novel'];bilirubin (direct);ANIT;a_naphthylisothiocyanate; rat; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional"; inhibitor/inducer study
14967447;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['AST', 'ALT', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];bilirubin (direct);ANIT;a_naphthylisothiocyanate; rat; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional"; inhibitor/inducer study
14967447;6128;jian.jiang;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;['AST', 'ALT', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];bilirubin (direct);ANIT;a_naphthylisothiocyanate; rat; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional"; inhibitor/inducer study
14967438;6912;julen.sanz.serrano;inflammation;nan;inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8);nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967423;6128;jian.jiang;nuclear receptor changes;nan;novel;Cyp2b1;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)', ' bile acids '];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;True;NEGATIVE CORRELATION;"transcriptional; functional"; inhibitor/inducer study
14967423;6128;jian.jiang;nuclear receptor changes;nan;novel;Cyp2b1;cholestasis;nan;['novel'];bilirubin (direct);ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;True;NEGATIVE CORRELATION;"transcriptional; functional"; inhibitor/inducer study
14967861;6058;Jonas.Werner.E.Van.Ertvelde;bile acid metabolism changes;nan;SULT2A1;nan;ER stress/unfolded protein response;nan;['novel'];ER stress/unfolded protein response;pharmaceutical;cyclosporineA; mouse; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967814;6916;amy.maerten;bile acid synthesis changes;nan;CYP7A1;nan;non_specified cell death;nan;['novel'];Caspase 3, RIPK1, RIPK3; other;lithocholic acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967814;6916;amy.maerten;bile acid synthesis changes;nan;CYP8B1;nan;non_specified cell death;nan;['novel'];Caspase 3, RIPK1, RIPK3; other;lithocholic acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967814;6916;amy.maerten;bile acid synthesis changes;nan;CYP7A1;nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan; other;lithocholic acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967814;6916;amy.maerten;bile acid synthesis changes;nan;CYP8B1;nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan; other;lithocholic acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967839;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP7A1;nan;oxidative stress;nan;['novel'];"Nrf2;Nqo1"; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP7B1;nan;oxidative stress;nan;['novel'];"Nrf2;Nqo1"; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP27A1;nan;oxidative stress;nan;['novel'];"Nrf2;Nqo1"; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP8B1;nan;oxidative stress;nan;['novel'];"Nrf2;Nqo1"; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP7A1;nan;cholestasis;nan;['ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids'];nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP7B1;nan;cholestasis;nan;['ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids'];nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP27A1;nan;cholestasis;nan;['ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids'];nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP8B1;nan;cholestasis;nan;['ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids'];nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967852;6128;jian.jiang;bile acid synthesis changes;nan;CYP7A1;nan;cholestasis;nan;['ALT', 'bilirubin (total)'];nan; food (supplement);oleanolic acid; mouse; in vitro;True;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional"; inhibitor/inducer study
14967852;6128;jian.jiang;bile acid synthesis changes;nan;CYP8B1;nan;cholestasis;nan;['ALT', 'bilirubin (total)'];nan; food (supplement);oleanolic acid; mouse; in vitro;True;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional"; inhibitor/inducer study
14967832;6930;milos.mihajlovic;bile acid metabolism changes;nan;CYP2B6;CYP2B10;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NO CORRELATION;transcriptional;  translational study
14967832;6930;milos.mihajlovic;bile acid metabolism changes;nan;CYP2B6;CYP2B10;cholestasis;nan;['AST', 'ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids', ' bile acids '];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NO CORRELATION;clinical;  translational study
14967831;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP7A1;nan;inflammation;nan;['novel'];Egr_1,MT_1;pharmaceutical;atorvastatine; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP8B1;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;tolcapone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP8B1;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP7A1;BAAT; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;chlorpromazine;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP8B1;BAAT; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;chlorpromazine;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP27A1;BAAT; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;chlorpromazine;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid metabolism changes;nan;BAAT;BAAT; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;chlorpromazine;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid metabolism changes;nan;SULT2A1;BAAT; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;chlorpromazine;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP8B1;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;troglitazone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP7A1;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;troglitazone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP27A1;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;troglitazone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP7A1;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;trovafloxacin;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP8B1;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;trovafloxacin;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;bile acid synthesis changes;nan;CYP27A1;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;trovafloxacin;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
